codigo,prov,dpto,frac,rad,1,2,3,total
140070101,14,7,1,1,8,6,3,17
140070102,14,7,1,2,31,33,57,121
140070103,14,7,1,3,43,24,12,79
140070104,14,7,1,4,8,12,3,23
140070105,14,7,1,5,33,19,18,70
140070106,14,7,1,6,17,3,11,31
140070107,14,7,1,7,6,3,1,10
140070108,14,7,1,8,45,54,12,111
140070110,14,7,1,10,68,42,23,133
140070111,14,7,1,11,96,69,14,179
140070112,14,7,1,12,73,54,39,166
140070113,14,7,1,13,93,41,28,162
140070201,14,7,2,1,44,31,15,90
140070202,14,7,2,2,17,6,8,31
140070203,14,7,2,3,17,10,4,31
140070204,14,7,2,4,56,37,46,139
140070205,14,7,2,5,130,19,5,154
140070206,14,7,2,6,226,44,42,312
140070207,14,7,2,7,207,46,11,264
140070208,14,7,2,8,190,59,15,264
140070209,14,7,2,9,155,36,5,196
140070210,14,7,2,10,131,22,0,153
140070211,14,7,2,11,187,68,26,281
140070212,14,7,2,12,159,22,1,182
140070213,14,7,2,13,144,29,1,174
140070214,14,7,2,14,164,30,1,195
140070215,14,7,2,15,131,36,7,174
140070216,14,7,2,16,58,11,8,77
140070301,14,7,3,1,4,5,7,16
140070302,14,7,3,2,7,4,6,17
140070303,14,7,3,3,0,2,3,5
140070304,14,7,3,4,2,11,4,17
140070305,14,7,3,5,17,17,50,84
140070306,14,7,3,6,10,11,7,28
140070307,14,7,3,7,19,8,5,32
140070308,14,7,3,8,34,36,3,73
140070309,14,7,3,9,82,160,24,266
140070310,14,7,3,10,112,76,11,199
140070311,14,7,3,11,90,124,26,240
140070312,14,7,3,12,109,111,27,247
140070401,14,7,4,1,8,5,2,15
140070402,14,7,4,2,3,2,2,7
140070403,14,7,4,3,17,3,4,24
140070404,14,7,4,4,0,2,0,2
140070405,14,7,4,5,18,12,17,47
140070406,14,7,4,6,35,22,7,64
140070407,14,7,4,7,45,17,15,77
140070408,14,7,4,8,9,5,6,20
140070409,14,7,4,9,1,0,12,13
140070410,14,7,4,10,6,2,1,9
140070411,14,7,4,11,7,4,8,19
140070412,14,7,4,12,6,3,23,32
140070413,14,7,4,13,15,4,4,23
140070414,14,7,4,14,82,36,105,223
140070415,14,7,4,15,32,14,10,56
140070416,14,7,4,16,73,45,11,129
140070501,14,7,5,1,104,75,26,205
140070502,14,7,5,2,64,45,4,113
140070503,14,7,5,3,89,66,11,166
140070504,14,7,5,4,97,51,2,150
140070505,14,7,5,5,107,70,3,180
140070506,14,7,5,6,132,73,15,220
140070507,14,7,5,7,54,74,28,156
140070508,14,7,5,8,67,72,10,149
140070509,14,7,5,9,182,79,2,263
140070510,14,7,5,10,194,126,7,327
140070511,14,7,5,11,168,127,3,298
140070512,14,7,5,12,172,98,6,276
140070513,14,7,5,13,200,45,3,248
140070514,14,7,5,14,75,93,5,173
140070515,14,7,5,15,94,71,10,175
140070516,14,7,5,16,44,58,15,117
140070517,14,7,5,17,120,112,48,280
140070518,14,7,5,18,50,60,89,199
140070601,14,7,6,1,6,3,4,13
140070602,14,7,6,2,27,21,17,65
140070603,14,7,6,3,5,13,27,45
140070604,14,7,6,4,8,5,5,18
140070605,14,7,6,5,38,21,6,65
140070606,14,7,6,6,31,31,0,62
140070607,14,7,6,7,137,104,14,255
140070608,14,7,6,8,125,91,11,227
140070609,14,7,6,9,61,80,10,151
140070610,14,7,6,10,97,23,12,132
140070611,14,7,6,11,139,70,5,214
140070612,14,7,6,12,111,49,3,163
140070613,14,7,6,13,87,36,2,125
140070614,14,7,6,14,145,74,24,243
140070615,14,7,6,15,89,39,8,136
140070616,14,7,6,16,71,38,0,109
140070701,14,7,7,1,3,13,8,24
140070702,14,7,7,2,7,9,10,26
140070703,14,7,7,3,1,4,8,13
140070704,14,7,7,4,1,4,1,6
140070705,14,7,7,5,5,8,16,29
140070706,14,7,7,6,141,121,17,279
140070707,14,7,7,7,4,7,2,13
140070708,14,7,7,8,2,5,7,14
140070709,14,7,7,9,0,2,4,6
140070710,14,7,7,10,2,6,4,12
140070711,14,7,7,11,1,6,5,12
140070712,14,7,7,12,2,7,5,14
140070713,14,7,7,13,3,15,9,27
140070714,14,7,7,14,2,2,2,6
140070715,14,7,7,15,8,38,22,68
140070716,14,7,7,16,10,1,2,13
140070717,14,7,7,17,4,0,4,8
140070718,14,7,7,18,17,6,5,28
140070719,14,7,7,19,68,87,22,177
140070720,14,7,7,20,8,7,4,19
140070801,14,7,8,1,0,3,7,10
140070802,14,7,8,2,23,16,23,62
140070803,14,7,8,3,111,147,10,268
140070804,14,7,8,4,39,22,4,65
140070805,14,7,8,5,122,168,45,335
140070806,14,7,8,6,110,84,8,202
140070807,14,7,8,7,88,174,8,270
140070808,14,7,8,8,157,124,7,288
140070809,14,7,8,9,155,79,12,246
140070810,14,7,8,10,11,12,11,34
140070811,14,7,8,11,1,7,6,14
140070812,14,7,8,12,3,6,6,15
140070813,14,7,8,13,7,5,4,16
140070814,14,7,8,14,84,214,32,330
140070815,14,7,8,15,162,149,22,333
140070816,14,7,8,16,106,101,3,210
140070817,14,7,8,17,176,143,15,334
140070818,14,7,8,18,98,170,7,275
140070819,14,7,8,19,9,21,5,35
140070820,14,7,8,20,86,79,13,178
140070901,14,7,9,1,1,3,6,10
140070902,14,7,9,2,1,8,16,25
140070903,14,7,9,3,0,9,5,14
140070904,14,7,9,4,101,130,12,243
140070905,14,7,9,5,6,7,1,14
140070906,14,7,9,6,4,13,10,27
140070907,14,7,9,7,1,7,4,12
140070908,14,7,9,8,26,60,4,90
140140101,14,14,1,1,35,91,28,154
140140102,14,14,1,2,66,157,41,264
140140103,14,14,1,3,123,172,35,330
140140104,14,14,1,4,53,98,48,199
140140105,14,14,1,5,139,157,2,298
140140106,14,14,1,6,146,162,16,324
140140107,14,14,1,7,98,120,7,225
140140108,14,14,1,8,132,66,4,202
140140109,14,14,1,9,172,156,17,345
140140110,14,14,1,10,220,50,1,271
140140111,14,14,1,11,108,64,0,172
140140112,14,14,1,12,205,97,4,306
140140113,14,14,1,13,115,171,28,314
140140201,14,14,2,1,52,170,5,227
140140202,14,14,2,2,357,89,4,450
140140203,14,14,2,3,225,115,3,343
140140204,14,14,2,4,229,40,0,269
140140205,14,14,2,5,214,7,0,221
140140206,14,14,2,6,128,50,2,180
140140207,14,14,2,7,224,124,2,350
140140208,14,14,2,8,267,12,0,279
140140209,14,14,2,9,139,97,1,237
140140210,14,14,2,10,192,62,1,255
140140211,14,14,2,11,138,41,0,179
140140212,14,14,2,12,94,134,1,229
140140213,14,14,2,13,251,90,1,342
140140214,14,14,2,14,221,94,3,318
140140215,14,14,2,15,124,218,8,350
140140301,14,14,3,1,60,41,21,122
140140302,14,14,3,2,108,249,134,491
140140303,14,14,3,3,170,134,82,386
140140304,14,14,3,4,64,111,157,332
140140305,14,14,3,5,80,132,47,259
140140306,14,14,3,6,70,128,23,221
140140307,14,14,3,7,88,108,14,210
140140308,14,14,3,8,87,159,64,310
140140309,14,14,3,9,89,131,121,341
140140310,14,14,3,10,191,54,3,248
140140311,14,14,3,11,167,92,3,262
140140312,14,14,3,12,227,124,1,352
140140313,14,14,3,13,119,202,9,330
140140401,14,14,4,1,84,231,58,373
140140402,14,14,4,2,74,139,44,257
140140403,14,14,4,3,43,38,11,92
140140404,14,14,4,4,90,148,11,249
140140405,14,14,4,5,50,384,13,447
140140406,14,14,4,6,117,211,65,393
140140407,14,14,4,7,167,114,1,282
140140408,14,14,4,8,164,247,2,413
140140409,14,14,4,9,161,110,12,283
140140410,14,14,4,10,108,156,69,333
140140411,14,14,4,11,94,225,59,378
140140501,14,14,5,1,93,88,59,240
140140502,14,14,5,2,86,192,11,289
140140503,14,14,5,3,24,171,7,202
140140504,14,14,5,4,18,261,23,302
140140505,14,14,5,5,242,129,27,398
140140506,14,14,5,6,84,76,21,181
140140507,14,14,5,7,75,110,18,203
140140508,14,14,5,8,150,178,28,356
140140509,14,14,5,9,154,49,10,213
140140510,14,14,5,10,114,239,22,375
140140511,14,14,5,11,149,135,16,300
140140512,14,14,5,12,99,166,26,291
140140513,14,14,5,13,87,198,41,326
140140514,14,14,5,14,81,198,25,304
140140515,14,14,5,15,148,224,4,376
140140601,14,14,6,1,56,89,57,202
140140602,14,14,6,2,16,22,5,43
140140603,14,14,6,3,7,41,14,62
140140604,14,14,6,4,26,65,118,209
140140605,14,14,6,5,77,35,101,213
140140606,14,14,6,6,99,125,37,261
140140607,14,14,6,7,101,219,68,388
140140608,14,14,6,8,42,55,47,144
140140609,14,14,6,9,122,131,42,295
140140610,14,14,6,10,68,183,37,288
140140701,14,14,7,1,183,131,15,329
140140702,14,14,7,2,77,126,8,211
140140703,14,14,7,3,56,108,4,168
140140704,14,14,7,4,34,175,40,249
140140705,14,14,7,5,50,195,53,298
140140706,14,14,7,6,3,3,7,13
140140707,14,14,7,7,5,117,60,182
140140708,14,14,7,8,33,179,68,280
140140709,14,14,7,9,88,237,29,354
140140710,14,14,7,10,12,21,26,59
140140711,14,14,7,11,23,95,49,167
140140712,14,14,7,12,20,19,77,116
140140713,14,14,7,13,33,199,12,244
140140714,14,14,7,14,19,223,20,262
140140715,14,14,7,15,11,212,8,231
140140801,14,14,8,1,1,1,1,3
140140802,14,14,8,2,122,80,0,202
140140803,14,14,8,3,75,34,2,111
140140804,14,14,8,4,27,87,171,285
140140805,14,14,8,5,235,161,47,443
140140806,14,14,8,6,119,108,6,233
140140807,14,14,8,7,215,60,5,280
140140808,14,14,8,8,43,114,19,176
140140809,14,14,8,9,91,206,111,408
140140810,14,14,8,10,84,137,110,331
140140811,14,14,8,11,49,203,68,320
140140812,14,14,8,12,75,144,20,239
140140901,14,14,9,1,0,0,10,10
140140902,14,14,9,2,74,164,70,308
140140903,14,14,9,3,11,91,174,276
140140904,14,14,9,4,97,121,7,225
140140905,14,14,9,5,103,236,24,363
140140906,14,14,9,6,112,75,16,203
140140907,14,14,9,7,86,46,2,134
140140908,14,14,9,8,132,216,2,350
140140909,14,14,9,9,165,187,17,369
140140910,14,14,9,10,126,187,15,328
140140911,14,14,9,11,164,201,20,385
140140912,14,14,9,12,181,195,63,439
140140913,14,14,9,13,135,158,13,306
140140914,14,14,9,14,18,196,24,238
140140915,14,14,9,15,1,0,12,13
140141001,14,14,10,1,127,29,0,156
140141002,14,14,10,2,243,177,20,440
140141003,14,14,10,3,104,111,0,215
140141004,14,14,10,4,124,123,0,247
140141005,14,14,10,5,113,72,4,189
140141006,14,14,10,6,190,154,8,352
140141007,14,14,10,7,90,61,1,152
140141008,14,14,10,8,214,218,6,438
140141009,14,14,10,9,158,162,0,320
140141010,14,14,10,10,161,135,11,307
140141011,14,14,10,11,147,210,21,378
140141012,14,14,10,12,180,42,2,224
140141013,14,14,10,13,98,163,14,275
140141014,14,14,10,14,112,74,0,186
140141015,14,14,10,15,128,85,0,213
140141016,14,14,10,16,166,97,1,264
140141017,14,14,10,17,159,65,1,225
140141018,14,14,10,18,132,60,1,193
140141101,14,14,11,1,63,28,13,104
140141102,14,14,11,2,108,104,12,224
140141103,14,14,11,3,110,136,13,259
140141104,14,14,11,4,111,74,10,195
140141105,14,14,11,5,154,89,22,265
140141106,14,14,11,6,109,93,24,226
140141107,14,14,11,7,111,71,36,218
140141108,14,14,11,8,7,223,17,247
140141109,14,14,11,9,36,238,110,384
140141110,14,14,11,10,123,76,11,210
140141111,14,14,11,11,71,143,66,280
140141201,14,14,12,1,51,83,100,234
140141202,14,14,12,2,138,163,15,316
140141203,14,14,12,3,114,181,17,312
140141204,14,14,12,4,117,222,8,347
140141205,14,14,12,5,213,138,23,374
140141206,14,14,12,6,112,96,32,240
140141207,14,14,12,7,137,116,3,256
140141208,14,14,12,8,193,116,6,315
140141209,14,14,12,9,188,119,9,316
140141301,14,14,13,1,60,52,4,116
140141302,14,14,13,2,110,216,7,333
140141303,14,14,13,3,125,125,12,262
140141304,14,14,13,4,123,188,17,328
140141305,14,14,13,5,37,143,26,206
140141306,14,14,13,6,32,92,52,176
140141307,14,14,13,7,68,219,33,320
140141308,14,14,13,8,64,190,20,274
140141309,14,14,13,9,71,315,31,417
140141310,14,14,13,10,45,44,62,151
140141401,14,14,14,1,90,154,74,318
140141402,14,14,14,2,114,239,101,454
140141403,14,14,14,3,73,212,47,332
140141404,14,14,14,4,46,94,50,190
140141405,14,14,14,5,37,176,25,238
140141406,14,14,14,6,145,157,26,328
140141407,14,14,14,7,212,119,17,348
140141408,14,14,14,8,3,3,4,10
140141501,14,14,15,1,156,42,2,200
140141502,14,14,15,2,185,56,0,241
140141503,14,14,15,3,89,97,1,187
140141504,14,14,15,4,86,159,2,247
140141505,14,14,15,5,155,138,0,293
140141506,14,14,15,6,72,364,10,446
140141507,14,14,15,7,114,79,1,194
140141508,14,14,15,8,143,65,27,235
140141509,14,14,15,9,249,142,1,392
140141510,14,14,15,10,118,168,26,312
140141511,14,14,15,11,209,163,6,378
140141512,14,14,15,12,125,62,1,188
140141513,14,14,15,13,336,105,13,454
140141514,14,14,15,14,174,152,7,333
140141515,14,14,15,15,185,49,9,243
140141516,14,14,15,16,20,73,62,155
140141517,14,14,15,17,61,96,145,302
140141518,14,14,15,18,164,58,0,222
140141519,14,14,15,19,149,92,5,246
140141520,14,14,15,20,132,132,83,347
140141601,14,14,16,1,107,184,39,330
140141602,14,14,16,2,73,303,21,397
140141603,14,14,16,3,67,119,229,415
140141604,14,14,16,4,47,86,44,177
140141605,14,14,16,5,69,117,62,248
140141606,14,14,16,6,64,167,72,303
140141607,14,14,16,7,73,156,62,291
140141608,14,14,16,8,51,99,21,171
140141609,14,14,16,9,60,109,22,191
140141610,14,14,16,10,113,100,32,245
140141611,14,14,16,11,11,162,78,251
140141612,14,14,16,12,15,44,188,247
140141613,14,14,16,13,26,72,156,254
140141614,14,14,16,14,29,79,139,247
140141615,14,14,16,15,33,64,128,225
140141616,14,14,16,16,12,56,453,521
140141617,14,14,16,17,48,93,152,293
140141618,14,14,16,18,41,308,31,380
140141701,14,14,17,1,233,124,30,387
140141702,14,14,17,2,170,111,10,291
140141703,14,14,17,3,96,133,30,259
140141704,14,14,17,4,142,186,40,368
140141705,14,14,17,5,203,78,16,297
140141706,14,14,17,6,250,127,23,400
140141707,14,14,17,7,54,110,45,209
140141708,14,14,17,8,78,167,50,295
140141709,14,14,17,9,78,133,9,220
140141710,14,14,17,10,178,135,17,330
140141711,14,14,17,11,170,138,15,323
140141712,14,14,17,12,99,118,23,240
140141713,14,14,17,13,150,207,60,417
140141714,14,14,17,14,110,129,11,250
140141715,14,14,17,15,131,149,90,370
140141716,14,14,17,16,73,250,82,405
140141717,14,14,17,17,146,225,64,435
140141718,14,14,17,18,135,155,40,330
140141719,14,14,17,19,120,122,24,266
140141720,14,14,17,20,113,62,6,181
140141721,14,14,17,21,205,144,22,371
140141801,14,14,18,1,149,162,70,381
140141802,14,14,18,2,33,210,20,263
140141803,14,14,18,3,58,193,12,263
140141804,14,14,18,4,66,138,8,212
140141805,14,14,18,5,119,216,51,386
140141806,14,14,18,6,73,73,67,213
140141807,14,14,18,7,70,126,20,216
140141808,14,14,18,8,173,227,46,446
140141809,14,14,18,9,220,84,22,326
140141810,14,14,18,10,99,139,5,243
140141811,14,14,18,11,171,144,14,329
140141812,14,14,18,12,145,127,33,305
140141813,14,14,18,13,177,117,2,296
140141814,14,14,18,14,137,180,9,326
140141815,14,14,18,15,73,142,36,251
140141816,14,14,18,16,82,211,127,420
140141817,14,14,18,17,26,214,3,243
140141818,14,14,18,18,22,218,4,244
140141901,14,14,19,1,191,156,13,360
140141902,14,14,19,2,71,133,25,229
140141903,14,14,19,3,88,110,36,234
140141904,14,14,19,4,104,108,69,281
140141905,14,14,19,5,60,65,86,211
140141906,14,14,19,6,137,170,28,335
140141907,14,14,19,7,68,283,19,370
140141908,14,14,19,8,53,158,198,409
140141909,14,14,19,9,54,135,103,292
140141910,14,14,19,10,46,133,13,192
140141911,14,14,19,11,176,202,13,391
140141912,14,14,19,12,15,132,78,225
140141913,14,14,19,13,149,174,5,328
140141914,14,14,19,14,84,201,39,324
140141915,14,14,19,15,227,177,13,417
140141916,14,14,19,16,211,148,21,380
140141917,14,14,19,17,142,76,8,226
140141918,14,14,19,18,184,46,6,236
140141919,14,14,19,19,6,33,197,236
140142001,14,14,20,1,115,106,27,248
140142002,14,14,20,2,151,77,5,233
140142003,14,14,20,3,169,78,4,251
140142004,14,14,20,4,212,82,15,309
140142005,14,14,20,5,264,93,11,368
140142006,14,14,20,6,123,99,14,236
140142007,14,14,20,7,143,90,13,246
140142008,14,14,20,8,126,76,2,204
140142009,14,14,20,9,124,92,1,217
140142010,14,14,20,10,125,121,5,251
140142011,14,14,20,11,156,63,1,220
140142012,14,14,20,12,217,74,1,292
140142013,14,14,20,13,190,80,5,275
140142014,14,14,20,14,194,79,2,275
140142015,14,14,20,15,91,94,0,185
140142016,14,14,20,16,260,95,12,367
140142101,14,14,21,1,179,52,41,272
140142102,14,14,21,2,201,53,21,275
140142103,14,14,21,3,190,52,10,252
140142104,14,14,21,4,316,60,2,378
140142105,14,14,21,5,180,26,1,207
140142201,14,14,22,1,156,41,0,197
140142202,14,14,22,2,261,53,4,318
140142203,14,14,22,3,153,48,1,202
140142204,14,14,22,4,161,31,5,197
140142205,14,14,22,5,89,29,0,118
140142206,14,14,22,6,248,161,6,415
140142207,14,14,22,7,168,30,3,201
140142208,14,14,22,8,150,180,5,335
140142209,14,14,22,9,79,150,1,230
140142210,14,14,22,10,150,137,1,288
140142211,14,14,22,11,134,142,2,278
140142212,14,14,22,12,230,58,1,289
140142213,14,14,22,13,1,0,2,3
140142214,14,14,22,14,170,58,0,228
140142215,14,14,22,15,234,73,0,307
140142216,14,14,22,16,220,60,2,282
140142217,14,14,22,17,136,99,63,298
140142218,14,14,22,18,132,81,180,393
140142301,14,14,23,1,159,38,3,200
140142302,14,14,23,2,191,90,3,284
140142303,14,14,23,3,147,66,1,214
140142304,14,14,23,4,109,75,1,185
140142305,14,14,23,5,120,44,8,172
140142306,14,14,23,6,170,85,0,255
140142307,14,14,23,7,149,98,1,248
140142308,14,14,23,8,253,69,19,341
140142309,14,14,23,9,123,42,1,166
140142310,14,14,23,10,202,52,2,256
140142311,14,14,23,11,174,40,0,214
140142312,14,14,23,12,172,72,1,245
140142313,14,14,23,13,356,90,2,448
140142314,14,14,23,14,124,101,17,242
140142315,14,14,23,15,184,74,5,263
140142316,14,14,23,16,131,61,2,194
140142401,14,14,24,1,176,154,1,331
140142402,14,14,24,2,239,91,0,330
140142403,14,14,24,3,254,36,0,290
140142404,14,14,24,4,304,106,2,412
140142405,14,14,24,5,191,63,1,255
140142406,14,14,24,6,221,78,1,300
140142407,14,14,24,7,187,60,4,251
140142408,14,14,24,8,158,86,0,244
140142409,14,14,24,9,190,96,1,287
140142410,14,14,24,10,123,57,0,180
140142411,14,14,24,11,129,92,1,222
140142412,14,14,24,12,127,56,0,183
140142413,14,14,24,13,160,54,3,217
140142414,14,14,24,14,170,28,0,198
140142501,14,14,25,1,235,33,1,269
140142502,14,14,25,2,94,87,0,181
140142503,14,14,25,3,53,35,0,88
140142504,14,14,25,4,165,148,5,318
140142505,14,14,25,5,113,114,3,230
140142506,14,14,25,6,164,158,3,325
140142507,14,14,25,7,165,138,7,310
140142508,14,14,25,8,77,95,3,175
140142509,14,14,25,9,110,73,6,189
140142510,14,14,25,10,121,64,1,186
140142511,14,14,25,11,101,137,2,240
140142512,14,14,25,12,157,73,1,231
140142513,14,14,25,13,195,36,0,231
140142514,14,14,25,14,135,71,2,208
140142515,14,14,25,15,244,99,0,343
140142516,14,14,25,16,184,129,1,314
140142517,14,14,25,17,87,128,6,221
140142518,14,14,25,18,174,132,2,308
140142601,14,14,26,1,119,88,10,217
140142602,14,14,26,2,52,119,4,175
140142603,14,14,26,3,171,51,3,225
140142604,14,14,26,4,77,88,1,166
140142605,14,14,26,5,113,54,5,172
140142606,14,14,26,6,80,142,7,229
140142607,14,14,26,7,94,128,4,226
140142608,14,14,26,8,171,166,5,342
140142609,14,14,26,9,128,120,16,264
140142610,14,14,26,10,73,117,4,194
140142611,14,14,26,11,207,143,11,361
140142612,14,14,26,12,170,105,1,276
140142613,14,14,26,13,141,53,8,202
140142614,14,14,26,14,107,129,3,239
140142615,14,14,26,15,148,152,5,305
140142616,14,14,26,16,174,61,4,239
140142701,14,14,27,1,88,140,3,231
140142702,14,14,27,2,117,169,16,302
140142703,14,14,27,3,134,152,30,316
140142704,14,14,27,4,74,164,5,243
140142705,14,14,27,5,75,104,0,179
140142706,14,14,27,6,117,99,3,219
140142707,14,14,27,7,184,85,6,275
140142708,14,14,27,8,120,172,3,295
140142709,14,14,27,9,58,132,7,197
140142710,14,14,27,10,95,175,7,277
140142711,14,14,27,11,147,102,3,252
140142712,14,14,27,12,103,98,4,205
140142801,14,14,28,1,250,130,1,381
140142802,14,14,28,2,190,116,1,307
140142803,14,14,28,3,257,102,1,360
140142804,14,14,28,4,226,168,4,398
140142805,14,14,28,5,220,88,2,310
140142806,14,14,28,6,163,34,55,252
140142807,14,14,28,7,90,128,6,224
140142808,14,14,28,8,210,148,5,363
140142809,14,14,28,9,132,145,7,284
140142810,14,14,28,10,123,166,19,308
140142811,14,14,28,11,112,147,11,270
140142812,14,14,28,12,138,95,5,238
140142813,14,14,28,13,128,185,26,339
140142814,14,14,28,14,52,153,106,311
140142815,14,14,28,15,183,56,7,246
140142816,14,14,28,16,100,135,183,418
140142901,14,14,29,1,170,134,0,304
140142902,14,14,29,2,139,120,2,261
140142903,14,14,29,3,199,67,8,274
140142904,14,14,29,4,105,147,27,279
140142905,14,14,29,5,103,180,26,309
140142906,14,14,29,6,262,101,0,363
140142907,14,14,29,7,121,100,2,223
140142908,14,14,29,8,132,123,5,260
140142909,14,14,29,9,155,95,32,282
140142910,14,14,29,10,82,137,40,259
140142911,14,14,29,11,79,98,23,200
140142912,14,14,29,12,70,137,39,246
140142913,14,14,29,13,121,121,4,246
140142914,14,14,29,14,145,123,4,272
140142915,14,14,29,15,150,221,11,382
140142916,14,14,29,16,156,121,8,285
140142917,14,14,29,17,97,193,15,305
140142918,14,14,29,18,55,96,63,214
140142919,14,14,29,19,54,103,51,208
140143001,14,14,30,1,106,139,14,259
140143002,14,14,30,2,144,220,14,378
140143003,14,14,30,3,165,71,5,241
140143004,14,14,30,4,95,183,37,315
140143005,14,14,30,5,35,129,22,186
140143006,14,14,30,6,116,119,15,250
140143007,14,14,30,7,22,95,19,136
140143008,14,14,30,8,125,137,11,273
140143009,14,14,30,9,188,167,7,362
140143010,14,14,30,10,118,147,4,269
140143011,14,14,30,11,129,144,4,277
140143012,14,14,30,12,125,166,12,303
140143013,14,14,30,13,184,105,8,297
140143014,14,14,30,14,94,193,23,310
140143015,14,14,30,15,135,98,19,252
140143101,14,14,31,1,85,162,14,261
140143102,14,14,31,2,108,193,75,376
140143103,14,14,31,3,85,267,33,385
140143104,14,14,31,4,27,259,3,289
140143105,14,14,31,5,100,200,6,306
140143106,14,14,31,6,96,150,8,254
140143107,14,14,31,7,203,207,4,414
140143108,14,14,31,8,116,168,3,287
140143109,14,14,31,9,188,152,33,373
140143110,14,14,31,10,87,116,25,228
140143111,14,14,31,11,131,97,8,236
140143112,14,14,31,12,80,231,32,343
140143113,14,14,31,13,142,115,9,266
140143114,14,14,31,14,97,157,9,263
140143115,14,14,31,15,68,149,7,224
140143116,14,14,31,16,90,197,18,305
140143201,14,14,32,1,89,121,6,216
140143202,14,14,32,2,213,155,16,384
140143203,14,14,32,3,111,111,1,223
140143204,14,14,32,4,109,109,8,226
140143205,14,14,32,5,121,176,17,314
140143206,14,14,32,6,178,115,17,310
140143207,14,14,32,7,194,151,12,357
140143208,14,14,32,8,63,161,26,250
140143209,14,14,32,9,128,92,5,225
140143210,14,14,32,10,184,218,11,413
140143211,14,14,32,11,101,125,39,265
140143212,14,14,32,12,88,121,6,215
140143213,14,14,32,13,167,103,1,271
140143301,14,14,33,1,120,121,18,259
140143302,14,14,33,2,147,59,2,208
140143303,14,14,33,3,104,138,7,249
140143304,14,14,33,4,106,86,12,204
140143305,14,14,33,5,73,129,10,212
140143306,14,14,33,6,83,104,9,196
140143307,14,14,33,7,178,115,2,295
140143308,14,14,33,8,193,130,9,332
140143309,14,14,33,9,110,129,7,246
140143310,14,14,33,10,68,172,1,241
140143311,14,14,33,11,125,136,2,263
140143312,14,14,33,12,151,84,5,240
140143313,14,14,33,13,155,87,9,251
140143314,14,14,33,14,126,84,5,215
140143315,14,14,33,15,145,114,8,267
140143316,14,14,33,16,112,82,4,198
140143317,14,14,33,17,157,148,5,310
140143318,14,14,33,18,210,153,0,363
140143319,14,14,33,19,128,114,31,273
140143320,14,14,33,20,131,74,3,208
140143401,14,14,34,1,120,84,14,218
140143402,14,14,34,2,213,59,7,279
140143403,14,14,34,3,189,63,0,252
140143404,14,14,34,4,92,41,0,133
140143405,14,14,34,5,82,81,4,167
140143406,14,14,34,6,105,58,5,168
140143407,14,14,34,7,144,48,4,196
140143408,14,14,34,8,102,86,5,193
140143409,14,14,34,9,196,40,9,245
140143410,14,14,34,10,151,38,3,192
140143411,14,14,34,11,115,75,2,192
140143412,14,14,34,12,151,72,3,226
140143413,14,14,34,13,165,62,2,229
140143414,14,14,34,14,126,62,7,195
140143415,14,14,34,15,144,48,5,197
140143416,14,14,34,16,209,16,1,226
140143417,14,14,34,17,125,64,1,190
140143418,14,14,34,18,223,111,6,340
140143419,14,14,34,19,120,64,2,186
140143501,14,14,35,1,52,190,3,245
140143502,14,14,35,2,204,201,12,417
140143503,14,14,35,3,81,118,3,202
140143504,14,14,35,4,203,166,0,369
140143505,14,14,35,5,134,47,0,181
140143506,14,14,35,6,1,170,507,678
140143507,14,14,35,7,88,242,5,335
140143508,14,14,35,8,159,92,3,254
140143509,14,14,35,9,142,77,7,226
140143510,14,14,35,10,56,152,4,212
140143511,14,14,35,11,155,127,7,289
140143512,14,14,35,12,70,169,11,250
140143513,14,14,35,13,152,53,4,209
140143514,14,14,35,14,169,135,14,318
140143601,14,14,36,1,138,102,1,241
140143602,14,14,36,2,167,61,0,228
140143603,14,14,36,3,137,165,9,311
140143604,14,14,36,4,145,151,2,298
140143605,14,14,36,5,168,111,2,281
140143606,14,14,36,6,158,77,2,237
140143607,14,14,36,7,129,124,2,255
140143608,14,14,36,8,164,91,2,257
140143609,14,14,36,9,137,65,2,204
140143610,14,14,36,10,70,120,2,192
140143611,14,14,36,11,99,142,7,248
140143612,14,14,36,12,142,103,4,249
140143613,14,14,36,13,144,61,1,206
140143614,14,14,36,14,121,87,0,208
140143701,14,14,37,1,239,119,8,366
140143702,14,14,37,2,43,99,10,152
140143703,14,14,37,3,53,132,18,203
140143704,14,14,37,4,91,119,13,223
140143705,14,14,37,5,119,86,10,215
140143706,14,14,37,6,85,101,24,210
140143707,14,14,37,7,146,118,6,270
140143708,14,14,37,8,157,128,12,297
140143709,14,14,37,9,96,120,4,220
140143710,14,14,37,10,126,79,6,211
140143711,14,14,37,11,229,165,9,403
140143712,14,14,37,12,92,128,12,232
140143713,14,14,37,13,109,106,4,219
140143714,14,14,37,14,80,94,6,180
140143715,14,14,37,15,171,37,2,210
140143716,14,14,37,16,100,77,6,183
140143717,14,14,37,17,91,60,34,185
140143718,14,14,37,18,80,76,6,162
140143719,14,14,37,19,151,56,0,207
140143720,14,14,37,20,145,55,1,201
140143721,14,14,37,21,91,66,2,159
140143801,14,14,38,1,172,170,8,350
140143802,14,14,38,2,177,125,2,304
140143803,14,14,38,3,188,136,0,324
140143804,14,14,38,4,143,152,4,299
140143805,14,14,38,5,136,80,0,216
140143806,14,14,38,6,160,88,2,250
140143807,14,14,38,7,150,98,1,249
